,Name,Birthdate
2192,W.E.B. Griffin,1929-11-10
2193,Karen Ackerman,1951-10-09
2194,Howard Marks,1945-08-13
2195,Ernest Shackleton,1874-02-15
2196,Kelly Link,1969-07-19
2197,Robert Silverberg,1935-01-15
2198,Adam Rex,1973-05-16
2199,Frances Goodrich,1890-12-21
2200,Dorothy Dunnett,1923-08-25
2201,Paul McCusker,1958-10-03
2202,Vicki Iovine,1954-01-13
2203,Louise Glück,1943-04-22
2204,Nathaniel Branden,1930-04-09
2205,Jennifer Lauck,1963-12-15
2206,Denise Mina,1966-08-21
2207,Claude  Brown,1937-02-23
2208,P.B. Ryan,1954-08-09
2209,Carter G. Woodson,1875-12-19
2210,André Breton,1896-02-19
2211,Eric Hoffer,1902-07-15
2212,Josef Albers,1888-03-19
2213,Edna Ferber,1885-08-15
2214,M.H. Abrams,1912-07-23
2215,Paul Brickhill,1916-12-20
2216,David Mamet,1947-11-30
2217,David Keirsey,1921-08-31
2218,Rick Strassman,1952-02-08
2219,Martin Handford,1956-09-27
2220,Peter Singer,1946-07-06
2221,Lester Bangs,1948-12-14
2222,Rick Perlstein,1969-09-03
2223,Jennings Michael Burch,1941-04-27
2224,Mary Gaitskill,1954-11-11
2225,Leonard Cohen,1934-09-21
2226,Charles Haddon Spurgeon,1834-06-19
2227,Jennifer  Lynch,1968-04-07
2228,David Howarth,1958-11-10
2229,Jane Roberts,1929-05-08
2230,Richard Price,1723-02-23
2231,Ta-Nehisi Coates,1975-09-30
2232,Richard J. Evans,1947-09-29
2233,Camilla Gibb,1968-02-20
2234,Eugene H. Peterson,1932-11-06
2235,Carol Higgins Clark,1956-07-28
2236,Gaston Bachelard,1884-06-27
2237,Albert Payson Terhune,1872-12-21
2238,Jack McDevitt,1935-04-14
2239,Francesca Lia Block,1962-12-03
2240,Jeffrey Steingarten,1942-05-31
2241,Russell Banks,1940-03-28
2242,Robert Bringhurst,1946-10-16
2243,Francine Pascal,1938-05-13
2244,Faith Ringgold,1930-10-08
2245,Witi Ihimaera,1944-02-07
2246,Christopher  Rice,1978-03-11
2247,Anderson Cooper,1967-06-03
2248,Eric Ambler,1909-06-28
2249,Greg Egan,1961-08-20
2250,Donald Ray Pollock,1954-12-23
2251,Yaşar Kemal,1923-10-06
2252,Susan Faludi,1959-04-18
2253,Joy Fielding,1945-03-18
2254,Maurice Herzog,1919-01-15
2255,Timothy Findley,1930-10-30
2256,Mary Renault,1905-09-04
2257,Dan Savage,1964-10-07
2258,Cherríe L. Moraga,1952-09-25
2259,Jonathan Weiner,1953-11-26
2260,Watchman Nee,1903-11-04
2261,Jamie O'Neill,1962-01-01
2262,Alison Leslie Gold,1945-07-13
2263,Friedrich Schiller,1759-11-10
2264,Margot Adler,1946-04-16
2265,Paula Danziger,1944-08-14
2266,David Anthony Durham,1969-03-23
2267,Roger MacBride Allen,1957-09-26
2268,Ron Roy,1940-04-29
2269,Steven Saylor,1956-03-23
2270,Richard L. Bushman,1931-06-20
2271,Robert Kanigel,1946-05-28
2272,Fern Michaels,1933-04-09
2273,Lucille Ball,1911-08-06
2274,Burne Hogarth,1911-12-25
2275,Judd Winick,1970-02-12
2276,Mœbius,1938-05-08
2277,Moss Hart,1904-10-24
2278,John O'Donohue,1956-01-01
2279,Dick Gregory,1932-10-12
2280,Carly Phillips,1965-07-07
2281,Caroline Graham,1931-07-17
2282,Russell H. Conwell,1843-02-15
2283,Victoria Holt,1906-09-01
2284,Patrick D. Smith,1927-10-02
2285,Yoshiyuki Sadamoto,1962-01-29
2286,Paul Krugman,1953-02-28
2287,Harry Turtledove,1949-06-14
2288,Karin Boye,1900-10-26
2289,James Salter,1925-06-10
2290,Mikael Niemi,1959-08-13
2291,John Lescroart,1948-01-14
2292,Elizabeth Marie Pope,1917-05-01
2293,Robert T. Bakker,1945-03-24
2294,Peter B. Kyne,1880-10-12
2295,Peter Godwin,1957-12-04
2296,Alan Alda,1936-01-28
2297,James St. James,1966-08-01
2298,Jilly Cooper,1937-02-21
2299,Adrienne Rich,1929-05-16
2300,Barry Lyga,1971-09-11
2301,Neal Bascomb,1971-04-01
2302,Caryl Churchill,1938-09-03
2303,Bill Simmons,1969-09-25
2304,Philip Larkin,1922-08-09
2305,Robert Olen Butler,1945-01-20
2306,Edward Lear,1812-05-12
2307,James George Frazer,1854-01-01
2308,Scott Hahn,1957-10-28
2309,Barbara Brown Taylor,1951-09-21
2310,Berkeley Breathed,1957-06-21
2311,Kathy Tyers,1952-07-07
2312,Edna St. Vincent Millay,1892-02-22
2313,Tony Abbott,1957-11-04
2314,Paul Reps,1895-09-15
2315,Jayne Castle,1948-03-28
2316,Owen Wister,1860-07-14
2317,Mariama Bâ,1929-04-17
2318,Ed Greenwood,1959-07-21
2319,Peter Guralnick,1943-12-15
2320,Marilyn French,1929-11-21
2321,Alfred Döblin,1878-08-10
2322,Jean Rhys,1890-08-24
2323,Sam Selvon,1923-05-20
2324,Jack Vance,1916-08-28
2325,Chögyam Trungpa,1939-03-05
2326,Meša Selimović,1910-04-26
2327,Thomas Bernhard,1931-02-09
2328,Ruskin Bond,1934-05-19
2329,Eric Metaxas,1963-06-27
2330,Michael Frith,1941-07-08
2331,Stephen Kinzer,1951-08-04
2332,Angela Knight,1950-10-31
2333,Andrew S. Grove,1936-09-02
2334,Jay Abraham,1949-01-08
2335,Po Bronson,1964-03-14
2336,Richard Laymon,1947-01-14
2337,Henry Roth,1906-02-08
2338,Sandy Petersen,1955-09-16
2339,Irene Spencer,1937-02-01
2340,Richard Curtis,1956-11-08
2341,Bruno Schulz,1892-07-12
2342,Henry Rollins,1961-02-13
2343,Julie Anne Peters,1952-01-16
2344,Aaron Allston,1960-12-08
2345,Paula Vogel,1951-11-16
2346,Gordon S. Wood,1933-11-27
2347,Amartya Sen,1933-11-03
2348,Raymond Buckland,1934-08-31
2349,Belva Plain,1915-10-09
2350,Jessica Valenti,1978-11-01
2351,Paolo Bacigalupi,1972-08-06
2352,Phil Jackson,1945-09-17
2353,Simon Wiesenthal,1908-12-31
2354,Christopher Brookmyre,1968-09-06
2355,Betty Ren Wright,1927-06-15
2356,Charles Petzold,1953-02-02
2357,Gene Kranz,1933-08-17
2358,Lauren Child,1965-11-29
2359,John Hersey,1914-06-17
2360,Horace McCoy,1897-04-14
2361,Buzz Bissinger,1954-11-01
2362,Robert Rankin,1949-07-27
2363,Georges Perec,1936-03-07
2364,Sheri Dew,1953-11-21
2365,Nikolay Nosov,1908-11-23
2366,Garry Wills,1934-05-22
2367,Doug Naylor,1955-12-31
2368,Madeleine K. Albright,1937-05-15
2369,Sherwin B. Nuland,1930-12-08
2370,Bruce Lee,1940-11-27
2371,David Morrell,1943-04-24
2372,David Quammen,1948-02-24
2373,John Feinstein,1956-07-28
2374,John Taylor Gatto,1935-12-15
2375,Edmund White,1940-01-13
2376,Edward R. Tufte,1942-03-14
2377,George V. Higgins,1939-11-13
2378,Shirley MacLaine,1934-04-24
2379,Shirley McClaine,1934-04-24
2380,Kyra Davis,1972-08-23
2381,Martin Cruz Smith,1942-11-03
2382,Pat Hutchins,1942-06-18
2383,Jennifer Roberson,1953-10-26
2384,Walter D. Edmonds,1903-07-15
2385,Jonathan Maberry,1958-05-18
2386,N. Scott Momaday,1934-02-27
2387,Jim Lovell,1928-03-25
2388,Gerald N. Lund,1939-09-12
2389,Juan Ramón Jiménez,1881-12-23
2390,Denis Diderot,1713-10-05
2391,Michael Ruhlman,1963-07-28
2392,Multatuli,1820-03-02
2393,Donita K. Paul,1950-11-20
2394,Nancy Kress,1948-01-20
2395,Christie Golden,1963-11-21
2396,Kluun,1964-04-17
2397,Deborah Curtis,1956-07-15
2398,David Grossman,1954-01-25
2399,Mary Crow Dog,1954-09-26
2400,Stephen B. Oates,1936-01-05
2401,Cynthia Lennon,1939-09-10
2402,Patrick Modiano,1945-07-30
2403,Joseph Finder,1958-10-06
2404,Rachel Field,1894-09-19
2405,David Small,1945-02-12
2406,Robert L. Forward,1932-08-15
2407,Jan Guillou,1944-01-17
2408,Deborah Spungen,1958-02-27
2409,Jennifer Armintrout,1980-07-15
2410,Janet Lee Carey,1954-01-11
2411,Cokie Roberts,1943-12-27
2412,Dinaw Mengestu,1978-06-30
2413,Helen Nicoll,1937-10-10
2414,A.J. Cronin,1896-07-19
2415,Jacques Derrida,1930-07-15
2416,Alessandro Manzoni,1785-03-07
2417,Robert F. Kennedy,1925-11-20
2418,Victor Pelevin,1962-11-22
2419,Simin Daneshvar,1921-04-28
2420,Stan Lee,1922-12-28
2421,Heather Graham,1970-01-29
2422,Inio Asano,1980-09-22
2423,Steven Levy,1951
2424,Robert Musil,1880-11-06
2425,Joel Greenblatt,1957-12-13
2426,Ruth Prawer Jhabvala,1927-05-07
2427,Andrew Neiderman,1940-10-26
2428,Yuu Watase,1970-03-05
2429,Jawaharlal Nehru,1889-11-14
2430,Paul C. Nagel,1926-08-14
2431,Helen Prejean,1939-04-21
2432,Munshi Premchand,1880-07-31
2433,Elinore Pruitt Stewart,1876-06-03
2434,Melissa Wiley,1968-12-17
2435,Sergei Dovlatov,1941-09-03
2436,Aimee Bender,1969-06-28
2437,Valerio Massimo Manfredi,1943-03-08
2438,Ernst Haeckel,1834-02-16
2439,Garrison Keillor,1942-08-07
2440,Robert Specht,1921-10-22
2441,Richard Brinsley Sheridan,1751-10-30
2442,John  Dalton,1766-09-06
2443,Berke Breathed,1957-06-21
2444,Charles M. Schulz,1922-11-26
2445,Ulysses S. Grant,1822-04-27
2446,David Fromkin,1932-08-27
2447,Molly Bang,1943-12-29
2448,Takeshi Konomi,1970-06-26
2449,Dick Francis,1920-10-31
2450,Ron Paul,1935-08-20
2451,Saul D. Alinsky,1909-01-30
2452,Gertrude Crampton,1909-06-26
2453,Emma Donoghue,1969-10-24
2454,Robert J. Shiller,1946-03-29
2455,Charlie Chaplin,1889-04-16
2456,Tadeusz Borowski,1922-11-12
2457,Robert L. Heilbroner,1919-03-24
2458,David  Niven,1910-03-01
2459,Bebe Moore Campbell,1950-02-18
2460,Joe Pistone,1939-09-17
2461,Elizabeth Bowen,1899-06-07
2462,Joe R. Lansdale,1951-10-28
2463,Roger Penrose,1931-08-08
2464,Joshua Bloch,1961-08-28
2465,Richard Wiseman,1966-09-17
2466,Alan Garner,1934-10-17
2467,E. Lynn Harris,1955-06-20
2468,Henry Kissinger,1923-05-27
2469,Tarjei Vesaas,1897-08-20
2470,Deborah Wiles,1953-05-05
2471,Cecil Castellucci,1969-10-25
2472,Ted Bell,1946-07-03
2473,Patrick Leigh Fermor,1915-02-11
2474,Paul Collier,1949-04-23
2475,Richard Montanari,1952-12-06
2476,Elaine Cunningham,1957-08-12
2477,Joseph E. Stiglitz,1943-02-09
2478,Amy Krouse Rosenthal,1965-04-29
2479,Allison Brennan,1969-09-29
2480,Candice Ransom,1952-07-10
2481,Eric P. Kelly,1884-03-16
2482,Eden Robinson,1968-01-19
2483,Luanne Rice,1955-09-25
2484,Gina Kolata,1948-02-25
2485,Al Gore,1948-03-31
2486,Diane Ackerman,1948-10-07
2487,Mircea Eliade,1907-03-13
2488,Catherine Anderson,1948-12-22
2489,Arnold Bennett,1867-05-27
2490,Laurel Thatcher Ulrich,1938-07-11
2491,Benedict of Nursia,480-03-02
2492,Brian Bolland,1951-03-26
2493,François Truffaut,1932-02-06
2494,Esther Averill,1902-07-24
2495,James Crumley,1939-10-12
2496,Harold Schechter,1948-06-28
2497,William Hope Hodgson,1877-11-15
2498,Victor Villaseñor,1940-05-11
2499,Abraham Lincoln,1809-02-12
2500,Todd Strasser,1950-05-05
2501,Jeffrey Konvitz,1944-07-22
2502,Mercè Rodoreda,1908-10-10
2503,Christopher  Morley,1890-05-05
2504,Jane Goodall,1934-04-03
2505,Tamera Alexander,1961-08-08
2506,Frank Wedekind,1864-07-24
2507,Andrew Sean Greer,1970-11-21
2508,Barry  Lopez,1945-01-06
2509,Elizabeth McCracken,1966-09-16
2510,Ian Kerner,1966-05-01
2511,Louis V. Gerstner Jr.,1942-03-01
2512,Martin  Gilbert,1936-10-25
2513,Carol Ann Duffy,1955-12-23
2514,Fred Saberhagen,1930-05-18
2515,Frank Portman,1964-09-21
2516,Pam Muñoz Ryan,1951-12-25
2517,George Alec Effinger,1947-01-10
2518,Russell Baker,1925-08-14
2519,Keiji Nakazawa,1939-03-14
2520,John Barth,1930-05-27
2521,Kazuo Koike,1936-05-08
2522,Ali Smith,1962-08-24
2523,Jacques Prévert,1900-02-04
2524,Stanley Karnow,1925-02-04
2525,Lisa Beamer,1969-04-10
2526,Dick Lehr,1954-05-03
2527,Margaret Maron,1938-08-25
2528,Alfie Kohn,1957-10-15
2529,James C. Dobson,1936-04-21
2530,Joy Kogawa,1935-06-06
2531,M.R. James,1862-08-01
2532,W.H. Auden,1907-02-21
2533,Brad Warner,1964-03-05
2534,H.A. Rey,1898-09-16
2535,Fredric Jameson,1934-04-14
2536,Geraldine McCaughrean,1951-06-06
2537,Syd Field,1935-12-19
2538,Herbie Brennan,1940-07-05
2539,Margaret Mazzantini,1961-10-27
2540,Nadine Gordimer,1923-11-20
2541,Ruth Plumly Thompson,1891-07-27
2542,Lois Ehlert,1934-11-09
2543,Nicholas Monsarrat,1910-03-22
2544,Harvey Pekar,1939-10-08
2545,J.G. Farrell,1935-01-25
2546,Maryse Condé,1934-02-11
2547,Katharine Kerr,1944-10-03
2548,Gary Shteyngart,1972-07-05
2549,Etgar Keret,1967-08-20
2550,Frederik Peeters,1974-08-14
2551,Ivan Vazov,1850-07-09
2552,Thomas Mullen,1896-06-20
2553,Apsley Cherry-Garrard,1886-01-02
2554,Matthieu Ricard,1946-02-15
2555,Marina Lewycka,1946-10-12
2556,Walter Jon Williams,1953-10-28
2557,C.E. Murphy,1973-06-01
2558,Jean Stein,1934-02-09
2559,Sharon Salzberg,1952-08-05
2560,Lucy Hawking,1970-11-02
2561,Beth Henley,1952-05-08
2562,Dan   Barker,1949-06-25
2563,Paul Ekman,1934-02-15
2564,Ansel Adams,1902-02-20
2565,Margery Allingham,1904-05-20
2566,Arthur M. Schlesinger Jr.,1917-10-15
2567,Amy Hempel,1951-12-14
2568,Rebecca West,1892-12-21
2569,Alan Greenspan,1926-03-06
2570,Tahir Shah,1966-11-16
2571,Ed McBain,1926-10-15
2572,H.R. Giger,1940-02-05
2573,Erin Hart,1958-09-01
2574,Philip Kapleau,1912-08-20
2575,Osho,1931-12-11
2576,Warren Buffett,1930-08-30
2577,Peter Hopkirk,1930-12-15
2578,Peter Abrahams,1919-03-03
2579,Michael Baisden,1963-06-26
2580,Michael Palin,1943-05-05
2581,Ellen Datlow,1949-12-31
2582,Daniel Handler,1970-02-28
2583,Eric Lomax,1919-05-30
2584,Joann Sfar,1971-08-28
2585,Nancy Pickard,1945-09-19
2586,Gregg Olsen,1959-03-05
2587,Inazō Nitobe,1862-09-01
2588,Andy Diggle,1971-02-22
2589,Dave McKean,1963-12-29
2590,Jane Fallon,1960-12-09
2591,José Zorrilla,1817-02-21
2592,Jeff Grubb,1957-08-27
2593,Carlo Levi,1902-11-29
2594,Emily Cheney Neville,1919-12-28
2595,Nigel Slater,1956-04-09
2596,Joseph Joffo,1931-04-02
2597,Ross Macdonald,1915-12-13
2598,Lord Dunsany,1878-07-24
2599,Jon Savage,1953-09-02
2600,Joanna Russ,1937-02-22
2601,Dominique Lapierre,1931-07-30
2602,Kate Forsyth,1966-06-03
2603,Sam Bourne,1967-02-25
2604,Blake Crouch,1978-10-15
2605,Nikki Giovanni,1943-06-07
2606,William Trevor,1928-05-24
2607,Valerie Solanas,1936-04-09
2608,Katie Fforde,1952-09-27
2609,John Berryman,1914-10-25
2610,Barbara Hambly,1951-08-28
2611,Gustav Meyrink,1868-01-19
2612,Max Hastings,1945-12-28
2613,Theodor W. Adorno,1903-09-11
2614,Alice Dalgliesh,1893-10-07
2615,Karen McCullah Lutz,1967-12-05
2616,John McPhee,1931-03-08
2617,Ashley Gardner,1964-04-11
2618,Jane Urquhart,1949-06-21
2619,Sy Montgomery,1958-02-07
2620,Marina Tsvetaeva,1892-10-08
2621,Yossi Ghinsberg,1959-04-25
2622,Tommy Lee,1962-10-03
2623,Derren Brown,1971-02-27
2624,Calvin Trillin,1935-12-05
2625,Pete Dexter,1943-07-22
2626,Germaine Greer,1939-01-29
2627,Susan Coolidge,1835-01-29
2628,John Densmore,1944-12-01
2629,Constantin Virgil Gheorghiu,1916-09-15
2630,Mo Yan,1955-02-17
2631,Sébastien Japrisot,1931-07-04
2632,Gregory McDonald,1937-02-15
2633,Lynne McTaggart,1951-01-23
2634,Ian Kershaw,1943-04-29
2635,"E.E. ""Doc"" Smith",1890-05-02
2636,T.D. Jakes,1957-06-09
2637,Harriet A. Washington,1951-10-05
2638,Ray Monk,1957-02-15
2639,Vilhelm Moberg,1898-08-20
2640,David Downing,1946-08-09
2641,Betty G. Birney,1947-04-26
2642,Ahdaf Soueif,1950-03-23
2643,Colin Powell,1937-04-05
2644,Maggie Shayne,1962-02-06
2645,Stephen L. Carter,1954-10-26
2646,Eiko Kadono,1935-01-01
2647,Cornelia Meigs,1884-12-06
2648,Shyam Selvadurai,1965-02-12
2649,Suze Orman,1951-06-05
2650,Andrew Chaikin,1956-06-24
2651,Nisargadatta Maharaj,1897-04-17
2652,Paul Rusesabagina,1954-06-15
2653,Elizabeth Wurtzel,1967-07-31
2654,Gene Wilder,1933-06-11
2655,Michael H. Hart,1932-04-27
2656,Reginald Hill,1936-04-03
2657,Charlotte Joko Beck,1917-03-27
2658,Chris Kuzneski,1969-09-02
2659,Satyajit Ray,1921-05-02
2660,Kevin D. Mitnick,1963-08-06
2661,John Guare,1938-02-05
2662,Sidney Lumet,1924-06-25
2663,Yasmina Reza,1959-05-01
2664,Andrew Weil,1942-06-08
2665,Jane Leavy,1951-12-26
2666,Guillaume Apollinaire,1880-08-26
2667,Ray Kroc,1902-10-05
2668,Elizabeth Lowell,1944-04-05
2669,Ellie Krieger,1965-09-26
2670,Cynthia Kadohata,1956-07-02
2671,John Lydon,1956-01-31
2672,Shashi Tharoor,1956-03-09
2673,David Leavitt,1961-06-23
2674,Ralph Steadman,1936-05-15
2675,Richard Marcinko,1940-11-21
2676,G.H. Hardy,1877-02-07
2677,Eve Babitz,1943-05-13
2678,Helen Garner,1942-11-07
2679,Emil M. Cioran,1911-04-08
2680,Miles Franklin,1879-10-14
2681,Jeanine Cummins,1974-12-06
2682,Robert D. Putnam,1941-01-09
2683,Milorad Pavić,1929-10-15
2684,Mickey Spillane,1918-03-09
2685,Joe McKinney,1967-05-12
2686,Marcia Muller,1944-09-28
2687,Drew Gilpin Faust,1947-09-18
2688,Iraj Pezeshkzad,1927-01-29
2689,David Deutsch,1953-05-18
2690,Emma Cole,1845-01-23
2691,Richard B. Pelzer,1965-06-16
2692,Robert V.S. Redick,1967-12-04
2693,Albert Sánchez Piñol,1965-07-11
2694,Johnston McCulley,1883-02-02
2695,David Drake,1945-09-24
2696,James Blish,1921-05-23
2697,Jeanne Ray,1963-12-02
2698,Tim Green,1963-12-16
2699,Mario Batali,1960-09-19
2700,K.W. Jeter,1950-03-26
2701,Albert Uderzo,1927-04-25
2702,Alberto Moravia,1907-11-28
2703,Herbert Marcuse,1898-07-19
2704,Keith R.A. DeCandido,1969-04-18
2705,Annie Ernaux,1940-09-01
2706,Charles Tazewell,1900-06-02
2707,Leonard Nimoy,1931-03-26
2708,Kurt Eichenwald,1961-06-28
2709,Allan Gurganus,1947-06-11
2710,Elizabeth Taylor,1932-02-27
2711,Louis Bayard,1963-11-30
2712,Judith Rossner,1935-03-31
2713,George Pelecanos,1957-02-18
2714,Jackie French,1953-11-29
2715,Ken Dryden,1947-08-08
2716,Peter Temple,1946-03-10
2717,Katherine Anne Porter,1890-05-15
2718,Peter Lovesey,1936-09-10
2719,Edmund Burke,1729-01-12
2720,Christopher Stasheff,1944-01-15
2721,Leo F. Buscaglia,1924-03-31
2722,Kevin Crossley-Holland,1941-02-07
2723,Jim Benton,1960-10-31
2724,Norman L. Geisler,1932-07-21
2725,Jeff VanderMeer,1968-07-07
2726,Xiaolu Guo,1973-11-20
2727,George Lakoff,1941-05-24
2728,Fred Vargas,1957-06-07
2729,Cathy Cassidy,1962-06-13
2730,Poul Anderson,1926-11-25
2731,Mark Billingham,1961-07-02
2732,Marc J.  Seifer,1948-02-17
2733,Brian W. Aldiss,1925-08-18
2734,Michael Reaves,1950-09-14
2735,Walter Murch,1943-07-12
2736,Louis Theroux,1970-05-20
2737,Shan Sa,1972-10-26
2738,Jean Cocteau,1889-07-05
2739,Bahaa Taher,1935-01-13
2740,Alasdair Gray,1934-12-28
2741,Hans Magnus Enzensberger,1929-11-11
2742,J. Michael Straczynski,1954-07-17
2743,Henry Winterfeld,1901-04-09
2744,Jacob Bronowski,1908-01-18
2745,Chris Hedges,1956-09-18
2746,Roger Stern,1950-09-17
2747,Bette Bao Lord,1938-11-03
2748,Dzongsar Jamyang Khyentse,1961-06-18
2749,Frank Zappa,1940-12-21
2750,Tom Shippey,1943-09-09
2751,Kathryn Harrison,1961-03-20
2752,Rebecca Stead,1968-01-16
2753,Frank Norris,1870-03-05
2754,Väinö Linna,1920-12-20
2755,Danny Meyer,1958-03-14
2756,M.F.K. Fisher,1908-07-03
2757,Wangari Maathai,1940-04-01
2758,Mario Livio,1945-06-19
2759,Jimmy Buffett,1946-12-25
2760,Carol Plum-Ucci,1957-08-16
2761,Edward O. Wilson,1929-06-10
2762,Jonathan Carroll,1949-01-26
2763,Peter Spier,1927-06-06
2764,Marion Nestle,1936-09-10
2765,Lawrence M. Krauss,1954-05-27
2766,Priscilla Presley,1945-05-24
2767,Eric Newby,1919-12-06
2768,Marcus J. Borg,1942-03-11
2769,Robin Wall Kimmerer,1953-09-13
2770,Erwin Schrödinger,1887-08-12
2771,Quentin Tarantino,1963-03-27
2772,John Muir,1838-04-21
2773,Varlam Shalamov,1907-06-18
2774,Donna Jo Napoli,1948-02-28
2775,Mary Roberts Rinehart,1876-08-12
2776,Frances Moore Lappé,1944-02-10
2777,Emma Goldman,1869-06-27
2778,Paulette Bourgeois,1951-07-20
2779,Ellen Wittlinger,1948-10-21
2780,Jill Paton Walsh,1937-04-29
2781,Elinor Lipman,1950-10-16
2782,Nalo Hopkinson,1960-12-20
2783,José Rodrigues dos Santos,1964-04-01
2784,Willem Elsschot,1882-05-07
2785,Mark Fuhrman,1952-02-05
2786,Jeremy Clarkson,1960-04-11
2787,David Harvey,1935-10-31
2788,Deborah Tannen,1945-06-07
2789,O.R. Melling,1952-12-02
2790,Bess Streeter Aldrich,1881-02-17
2791,Maurice Merleau-Ponty,1908-03-14
2792,Ann Rinaldi,1934-08-27
2793,Chingiz Aitmatov,1928-12-12
2794,Bob Woodward,1943-03-26
2795,Thad Carhart,1950-02-16
2796,Shirley Hughes,1927-07-16
2797,Bruce Catton,1899-10-09
2798,A. Scott Berg,1949-12-04
2799,James Thomas Flexner,1908-01-13
2800,Charles Lamb,1775-02-10
2801,Tad R. Callister,1945-12-17
2802,Sandor Ellix Katz,1962-05-20
2803,E.E. Knight,1965-03-07
2804,Donald Barthelme,1931-04-07
2805,Anna Kavan,1901-04-10
2806,Jean Genet,1910-12-19
2807,Charles F. Haanel,1866-05-22
2808,Georges Simenon,1903-02-12
2809,Alan Sillitoe,1928-03-04
2810,Pär Lagerkvist,1891-05-23
2811,Ken McElroy,1934-06-01
2812,Rose Tremain,1943-08-02
2813,Amity Shlaes,1960-09-10
2814,George F. Will,1941-05-04
2815,Francis Fukuyama,1952-10-27
2816,Charley Boorman,1966-08-23
2817,Kevin Smith,1970-08-02
2818,Scott Ciencin,1962-09-01
2819,Susan Glaspell,1876-07-01
2820,Penelope Fitzgerald,1916-12-17
2821,Alfred Noyes,1880-09-16
2822,Jonah Goldberg,1969-03-21
2823,Paul Fussell,1924-03-22
2824,Alphonse Daudet,1840-05-13
2825,Sharyn McCrumb,1948-02-26
2826,Whitley Strieber,1945-06-13
2827,Anzia Yezierska,1880-10-29
2828,Suzanne Weyn,1955-07-06
2829,Philip Kotler,1931-05-27
2830,Clifford Ross,1952-10-15
2831,Sanyika Shakur,1963-11-13
2832,Philip Plait,1964-09-30
2833,Tomie dePaola,1934-09-15
2834,Jay Dobyns,1961-07-24
2835,Evan S. Connell,1924-08-17
2836,Douglas R. Hofstadter,1945-02-15
2837,Robert Bly,1926-12-23
2838,Sylvia Cassedy,1930-01-29
2839,Nancy Mitford,1904-11-28
2840,Roy  Jenkins,1920-11-11
2841,Alfred Jarry,1873-09-08
2842,Rand Miller,1959-01-17
2843,Rick Moody,1961-10-18
2844,Benedict XVI,1927-04-16
2845,Bill Maher,1956-01-20
2846,Sean Wilsey,1970-05-21
2847,Geoff Emerick,1945-12-05
2848,William J. Bennett,1943-07-31
2849,Mark Gatiss,1966-10-17
2850,Seamus Heaney,1939-04-13
2851,David Adams Richards,1950-10-17
2852,Marissa Moss,1959-09-29
2853,Walter Van Tilburg Clark,1909-08-03
2854,Jackie Kay,1961-11-09
2855,Bryan Burrough,1961-08-13
2856,Rona Jaffe,1931-06-12
2857,Barry Hines,1939-06-30
2858,Abraham H. Maslow,1908-04
2859,Jane Fonda,1937-12-21
2860,Patricia Nell Warren,1936-06-15
2861,Renata Adler,1938-10-19
2862,David K. Shipler,1942-12-03
2863,Bill Cosby,1937-07-12
2864,Athol Fugard,1932-06-11
2865,Jennifer Allison,1966-07-15
2866,Sarah Mlynowski,1977-01-04
2867,Anthony Rapp,1971-10-26
