,Name,Birthdate
6424,David Castro,1996-02-07
6425,Elisabetta Pozzi,1955-02-23
6426,Chris Cunningham,1970-10-15
6427,Cooper Roth,2000-09-27
6428,Tara Platt,1978-06-18
6429,Nicolai Cleve Broch,1975-11-14
6430,Josef Altin,1983-02-12
6431,Tara Sutaria,1995-11-19
6432,Gunilla Nyroos,1945-10-07
6433,Stephen Beckett,1967-05-24
6434,Kirsten Nelson,1970-10-03
6435,Blair Underwood,1964-08-25
6436,Mollie Sugden,1922-07-21
6437,Shaquille O'Neal,1972-03-06
6438,Richard T. Jones,1972-01-16
6439,Anna McGahan,1988-05-02
6440,Roger Craig Smith,1975-08-11
6441,Clyde Howdy,1921-05-31
6442,Kojii Helnwein,1981-01-08
6443,Clarke Peters,1952-04-07
6444,Paul Whitsun-Jones,1923-04-25
6445,Ruth Warrick,1916-06-29
6446,Mauricio Rodas,1975-04-15
6447,Lora Lee Michel,1940-09-13
6448,Corey Page,1971-03-27
6449,Louis Mandylor,1966-09-13
6450,Courtney Thomas,1988-10-30
6451,Damiano Damiani,1922-07-23
6452,Brandon Potter,1982-07-28
6453,John Mahoney,1940-06-20
6454,Jerry Stiller,1927-06-08
6455,Juliet Stevenson,1956-10-30
6456,Gage Munroe,1999-01-04
6457,Dajana Roncione,1968-10-07
6458,Julia Fox,1990-02-02
6459,Bruce Purchase,1938-10-02
6460,Shouma Kai,1997-11-14
6461,Richard Hawley,1967-01-17
6462,Christian Meier,1970-06-23
6463,Alan Doyle,1969-05-17
6464,Max Topplin,1989-12-14
6465,Nejat Isler,1972-02-28
6466,Tsahi Halevi,1975-03-12
6467,Michael Massee,1952-09-01
6468,Saakshi Siva,1972-02-06
6469,Tomislav Maretic,1854-10-13
6470,Sebastian Maniscalco,1973-07-08
6471,Luis Valdez,1940-06-26
6472,Farimah Farjami,1952-05-08
6473,Ryan McPartlin,1975-07-03
6474,Travis Ford,1969-12-29
6475,Rakesh Sood,1953-02-05
6476,Lewis Fitz-Gerald,1958-11-15
6477,Dale Robertson,1923-07-14
6478,Gabriel Bacquier,1924-05-17
6479,Isis Valverde,1987-02-17
6480,Marge Champion,1919-09-02
6481,Katie Ball,1963-06-08
6482,Julie Dretzin,1968-05-24
6483,Kario Salem,1955-05-23
6484,Ed O'Neill,1946-04-12
6485,David Costabile,1967-01-09
6486,Madisen Beaty,1995-02-28
6487,Jean Martin,1922-03-06
6488,Ben Whitehead,1977-05-15
6489,Avon Long,1910-06-18
6490,Job Seda,1956
6491,Malavika Avinash,1976-01-28
6492,Michael Fowler,1929-12-19
6493,Kim Yeo-jin,1972-06-24
6494,Vincent Rottiers,1986-06-17
6495,Adam Savage,1967-07-15
6496,Ludger Pistor,1959-03-16
6497,Georgina Campbell,1992-06-12
6498,Ella Kenion,1968-11-23
6499,Rosemary Murphy,1925-01-13
6500,Nonna Mordyukova,1925-11-25
6501,Zaide Silvia Gutiérrez,1958-11-02
6502,Aimee Carrero,1988-07-15
6503,Emil Jannings,1884-07-23
6504,Ryan Hansen,1981-07-05
6505,Questlove,1971-01-20
6506,Randy Bennett,1962-06-09
6507,Elizabeth Hurley,1965-06-10
6508,Knut Nærum,1961-03-03
6509,Antoine Olivier Pilon,1997-06-23
6510,Jacques Frantz,1947-04-04
6511,Brooke Burns,1978-03-16
6512,Jean Kent,1921-06-29
6513,Arthur Edmund Carewe,1884-12-30
6514,Belle Mitchell,1889-09-24
6515,Charles Busch,1954-08-23
6516,Lesley Dunlop,1956-03-10
6517,Sylvia Bataille,1908-11-01
6518,Lonny Price,1959-03-09
6519,Dino Shafeek,1930-03-21
6520,Judy Landers,1958-10-07
6521,James Madio,1975-11-22
6522,Adriana Sivieri,1918-06-21
6523,Mary Jo Randle,1954-04-26
6524,Samuel Theis,1978-11-12
6525,Veda Ann Borg,1915-01-11
6526,Beatrice Lillie,1894-05-29
6527,Lindsay Lohan,1986-07-02
6528,William B. Davis,1938-01-13
6529,Keisuke Yamada,1974-07-06
6530,Saju Navodaya,1973-10-14
6531,Skyler Stone,1979-01-01
6532,Jemaine Clement,1974-01-10
6533,Clive Mantle,1957-06-03
6534,Michel Delpech,1946-01-26
6535,Moira Quirk,1968-10-30
6536,Romain Duris,1974-05-28
6537,George Lowe,1957-11-10
6538,Naga Chaitanya,1986-11-23
6539,Julius Tannen,1880-05-16
6540,Shôhei Imamura,1926-09-15
6541,George Kirby,1923-06-08
6542,Patrick Roach,1969-03-04
6543,Denise Del Vecchio,1954-05-03
6544,Ming Xi,1989-03-18
6545,Slobodan Dimitrijevic,1941-04-20
6546,Raaj Kumar,1926-10-08
6547,Hari Teja,1993-02-24
6548,Harry S. Truman,1884-05-08
6549,Peter Benchley,1940-05-08
6550,Gonzalo Vega,1946-11-29
6551,Teddi Siddall,1953-08-12
6552,Peter Kuiper,1929-03-30
6553,Jerry Lamb,1970-09-28
6554,Mithun Chakraborty,1950-06-16
6555,Pradip Mukherjee,1946-08-11
6556,Toshirô Yanagiba,1961-01-03
6557,Sheila Chan,1969-07-19
6558,J.J. Abrams,1966-06-27
6559,David Strickland,1969-10-14
6560,Nina Soldano,1963-03-26
6561,Polly Platt,1939-01-29
6562,Ekaterina Fedulova,1979-11-05
6563,Bhanuchander,1952-07-02
6564,Wiz Khalifa,1987-09-08
6565,Dario Bandiera,1970-02-09
6566,Sergey Kuvaev,1984-07-19
6567,Kevin Hagen,1928-04-03
6568,Michael Mercurio,1982-01-08
6569,Pumwaree Yodkamol,1982-02-09
6570,Nick Lashaway,1988-03-24
6571,Cynthia Preston,1968-05-18
6572,Cliff Lyons,1961-10-19
6573,Lou Salvador Jr.,1940-12-04
6574,Richard Lineback,1952-02-04
6575,Nadine Velazquez,1978-11-20
6576,Anthony Simcoe,1969-06-07
6577,Muza Krepkogorskaya,1924-07-09
6578,Douglas Cowan,1958-08-14
6579,John Milhiser,1981-11-29
6580,Jean-Pierre Lorit,1960-11-29
6581,Dominique Blanc,1956-04-25
6582,Mary Hart,1950-11-08
6583,Noah Urrea,2001-03-31
6584,Godfrey Gao,1984-09-22
6585,'Weird Al' Yankovic,1959-10-23
6586,Ove Sprogøe,1919-12-21
6587,Jim Wise,1964-07-30
6588,Karisma Kapoor,1974-06-25
6589,Jasleen Royal,1991-07-08
6590,Kyle T. Heffner,1957-05-21
6591,Byron Lawson,1968-08-26
6592,Tucker Albrizzi,2000-02-25
6593,Cyril Ritchard,1898-12-01
6594,Kiely Williams,1986-07-09
6595,Maurizio Nichetti,1948-05-08
6596,Gigi Proietti,1940-11-02
6597,Federico Silva,1923-09-16
6598,Mario Maranzana,1940-07-14
6599,Mel Carter,1939-04-22
6600,Sawsan Badr,1959-09-25
6601,Gladys George,1904-09-13
6602,Gérard Herter,1920-04-12
6603,Peggy Cass,1924-05-21
6604,Jerry Maren,1920-01-24
6605,Nick Cave,1957-09-22
6606,Dennis Burkley,1945-09-10
6607,Apinya Sakuljaroensuk,1990-05-27
6608,Myrtle Vail,1888-01-07
6609,Taye Diggs,1971-01-02
6610,Sophie Thompson,1962-01-20
6611,Caspar Phillipson,1971-01-13
6612,Diane Brewster,1931-03-11
6613,Ann Wolfe,1971-01-17
6614,Clarence Brown,1890-05-10
6615,Eleanor D. Wilson,1908-09-09
6616,Stephnie Weir,1967-11-28
6617,Daws Butler,1916-11-16
6618,Martha MacIsaac,1984-10-11
6619,Dayo Okeniyi,1988-06-14
6620,Simon Templeman,1954-01-28
6621,Maripier Morin,1986-07-07
6622,Ana Paula Oliveira,1978-05-26
6623,Dorian Gregory,1971-01-26
6624,Parker Posey,1968-11-08
6625,Adam LaVorgna,1981-03-01
6626,Garrett Clayton,1991-03-19
6627,Mattea Conforti,2006-05-22
6628,Viggo Mortensen,1958-10-20
6629,Luke Wilson,1971-09-21
6630,Kei Fujiwara,1957-03-12
6631,Rosalina Neri,1927-11-12
6632,Maxim Roy,1972-03-07
6633,Victoria Thaine,1984-01-04
6634,Crystal the Monkey,1994-05-06
6635,Marque Richardson,1985-10-23
6636,Tom Mardirosian,1947-12-14
6637,Mark Lindsay Chapman,1954-09-08
6638,Andrew Ng,1976-04-18
6639,Redd Foxx,1922-12-09
6640,Wilda Bennett,1894-12-19
6641,Mao Inoue,1987-01-09
6642,Ruocheng Ying,1929-06-21
6643,Steve Speirs,1965-02-22
6644,Karl Markovics,1963-08-29
6645,Rúnar Freyr Gíslason,1973-04-29
6646,Cynthia Wood,1950-09-25
6647,Brandon Hardesty,1987-04-13
6648,Sunny Hostin,1968-10-20
6649,Michael Bailey Smith,1957-11-02
6650,Presley Chweneyagae,1984-10-19
6651,Silvia Pinal,1931-09-12
6652,Shogo Yano,1989-03-19
6653,Jack Webb,1920-04-02
6654,Mathieu Carrière,1950-08-02
6655,Priscilla Morgan,1934-01-14
6656,Dan Antopolski,1972-08-22
6657,Jocelyne LaGarde,1924-04-24
6658,Naomi Judd,1946-01-11
6659,Kesun Loder,1993-05-22
6660,Semka Sokolovic-Bertok,1935-12-22
6661,Kei Horie,1978-10-04
6662,Mary Elizabeth Ellis,1979-05-11
6663,Susie Silvey,1956-09-17
6664,Carole André,1953-03-11
6665,Patricia Hayes,1909-12-22
6666,Mark Strickson,1959-04-06
6667,Cote de Pablo,1979-11-12
6668,Jon Cedar,1931-01-22
6669,Debi Durst,1952-03-18
6670,Michel Robin,1930-11-13
6671,Les Lannom,1946-11-04
6672,Kate Hudson,1979-04-19
6673,Shane Kippel,1986-06-04
6674,Roy Haylock,1975-06-27
6675,Kim Zimmer,1955-02-02
6676,Dylan Arnold,1994-02-11
6677,Dominic Hoffman,1962-10-30
6678,Tawny Moyer,1957-03-30
6679,Ralph Yearsley,1896-10-06
6680,Kat Graham,1989-09-05
6681,Radovan Lukavský,1919-11-01
6682,David Lee Smith,1963-09-08
6683,Eric Abrahamsson,1890-04-13
6684,Rudi Davies,1965-03-24
6685,Charles S. Dutton,1951-01-30
6686,Kenji Utsumi,1937-08-26
6687,John Kirkland,1770-08-17
6688,Hugues Aufray,1929-08-18
6689,Adriana Ozores,1959-05-21
6690,Aakanksha Singh,1990-07-30
6691,Ross Bagdasarian,1919-01-27
6692,Asha Patel,1977-09-06
6693,Wilfred Carter,1896-06-19
6694,Matthew Shively,1990-09-15
6695,Bilal Lashari,1981-08-04
6696,Jan Werich,1905-02-06
6697,Lance Bass,1979-05-04
6698,Jonathan Winters,1925-11-11
6699,Tara Fitzgerald,1967-09-18
6700,Michael Greene,1933-11-04
6701,Danny Arnold,1925-01-23
6702,Lee Roy Reams,1942-08-23
6703,Tasso Kavadia,1921-01-10
6704,Hugh Futcher,1937-10-29
6705,Damien Dante Wayans,1980-04-29
6706,Jeremy Foley,1952-12-01
6707,Peter Dvorsky,1951-09-25
6708,Bobby Cannavale,1970-05-03
6709,Patrick Tang,1974-05-06
6710,John Tynan,1925-12-05
6711,Margaret Wycherly,1881-10-26
6712,Stephanie Hodge,1956-12-24
6713,Myriam Muller,1971-04-12
6714,Chino Darín,1989-01-14
6715,Guillermo Arriaga,1958-03-13
6716,Rory Jennings,1983-07-20
6717,Jeremy Kemp,1935-02-03
6718,Tracy Pollan,1960-06-22
6719,Donald Faison,1974-06-22
6720,Sparky Marcus,1967-12-06
6721,Nora Denney,1927-09-03
6722,Vikas Gupta,1988-05-07
6723,Perran Kutman,1949-11-30
6724,Sung Kang,1972-04-08
6725,Lucy Speed,1976-08-31
6726,Lane Smith,1936-04-29
6727,Chelsea Alden,1988-04-07
6728,Veronica Falcón,1966-08-08
6729,Michel Vuillermoz,1962-12-18
6730,Doddanna,1949-11-11
6731,Cheryl Clarke,1947-05-16
6732,Brando Eaton,1986-07-17
6733,Jane Carr,1950-08-13
6734,Edmond Classen,1938-05-16
6735,Ernie Hudson,1945-12-17
6736,Yash Pandit,1977-09-20
6737,Renato Pozzetto,1940-07-14
6738,Jodi Brown,1981-05-06
6739,Kamatari Fujiwara,1905-01-15
6740,Anton Rodgers,1933-01-10
6741,Isaac Lee,1971-01-05
6742,Chaams,1972-11-30
6743,Tanja Ribic,1968-06-28
6744,Bill Capizzi,1937-03-21
6745,Cole Hawkins,1991-10-04
6746,Maria Furtwängler,1966-09-13
6747,Chuck Jones,1912-09-21
6748,Bill Byrge,1932-07-16
6749,Peter Bryant,1923-10-27
6750,Annette Crosbie,1934-02-12
6751,James Gallanders,1970-02-09
6752,Daniel Lapaine,1971-06-15
6753,R. Bruce Elliott,1949-09-03
6754,Casey Wilson,1980-10-24
6755,B.J. Britt,1982-04-20
6756,David Cronenberg,1943-03-15
6757,Manav Kaul,1976-12-19
6758,Larry Wilcox,1947-08-08
6759,Onata Aprile,2005-04-24
6760,Steve Le Marquand,1967-12-26
6761,James Woods,1947-04-18
6762,Reuben Langdon,1975-07-19
6763,Charlie Rose,1942-01-05
6764,Mona Seilitz,1943-01-16
6765,Ford Rainey,1908-08-08
6766,Laila Ali,1977-12-30
6767,Chord Overstreet,1989-02-17
6768,Susan Sheridan,1947-03-18
6769,Jake Manley,1991-08-23
6770,Barbara West,1911-05-24
6771,Ernö Verebes,1902-12-06
6772,Melissa Altro,1982-05-16
6773,Dwayne Hickman,1934-05-18
6774,Ugo Tognazzi,1922-03-23
6775,Michael Roof,1976-11-24
6776,Jeremy Allen White,1991-02-17
6777,Cisco Houston,1918-08-18
6778,Takehito Koyasu,1967-05-05
6779,Thomas A. Curran,1879-05-29
6780,Marsha Wattanapanich,1970-08-24
6781,Adam Levy,1966-11-27
6782,Toby Schmitz,1977-05-04
6783,Ryszard Ronczewski,1930-06-27
6784,Gideon Levy,1953-06-02
6785,Jessica Cauffiel,1976-03-30
6786,Keiko Fujita,1951-07-05
6787,Carla Gravina,1941-08-05
6788,Ger Duany,1978-11-09
6789,Irán Castillo,1977-01-04
6790,Christine Ng,1969-02-24
6791,Bobby Brown,1969-02-05
6792,Sherry Boucher,1945-07-25
6793,Keith Sequeira,1980-04-30
6794,Héctor Jiménez,1973-12-14
6795,Corey Thompson,1990-05-15
6796,Robert Alda,1914-02-26
6797,Ruth Farhi,1927-08-13
6798,Oleg Menshikov,1960-11-08
6799,John Madison,1921-09-04
6800,Craig Parker,1970-11-12
6801,Taimak,1964-06-27
6802,Athole Stewart,1879-06-25
6803,Anita Harris,1942-06-03
6804,Riccardo Cucciolla,1924-09-05
6805,Joaquim de Almeida,1957-03-15
6806,Rajyalakshmi,1964-12-18
6807,Julie Claire,1971-05-31
6808,Hilda Braid,1929-03-03
6809,Patrick Bouchitey,1946-08-11
6810,Tommy Tiernan,1969-06-16
6811,Allison Mack,1982-07-29
6812,Hikari Kajiwara,1992-12-21
6813,Mari Okamoto,1954-10-31
6814,Anna Sahlin,1976-05-11
6815,Thomas M. Lauderdale,1970-07-14
6816,Anthony Morton,1923-11-06
6817,Liam James,1996-08-07
6818,Ken Leung,1970-01-21
6819,Tony Orlando,1944-04-03
6820,Mark Bonnar,1968-11-19
6821,Al White,1942-05-17
6822,Arthur Dignam,1939-09-09
6823,Linzi Hateley,1970-10-23
6824,Stefan Konarske,1980-02-28
6825,L.M. Kit Carson,1941-08-12
6826,Anna Nicole Smith,1967-11-28
6827,Käbi Laretei,1922-07-14
6828,Charlie Bird,1949-09-09
6829,Caroline Munro,1949-01-16
6830,Malcolm Rennie,1947-02-17
6831,Jan Molander,1920-04-02
6832,Eduard Linkers,1912-10-11
6833,Eun-ju Lee,1980-12-22
6834,Haley Pullos,1998-07-10
6835,Elena Safonova,1956-06-14
6836,Jack Anawak,1950-09-26
6837,Corrie Clark,1982-04-11
6838,Jeremy Davis,1985-02-08
6839,Victoria Mitchell,1982-04-25
6840,Lowell Ganz,1948-08-31
6841,Massimo Foschi,1938-01-02
6842,Peter Gallagher,1955-08-19
6843,Ofelia Guilmáin,1921-11-17
6844,Jemima West,1987-08-11
6845,Sonya Walger,1974-06-06
6846,Chad Faust,1980-07-14
6847,Walter Kirn,1962-08-03
6848,Natassia Malthe,1974-01-19
6849,Mariya Fomina,1993-03-01
6850,Tom Chatterton,1881-02-12
6851,Marina Dyuzheva,1955-10-09
6852,Jahangir Khan,1963-12-10
6853,Ryszard Filipski,1934-07-17
6854,Judith Kahan,1948-05-24
6855,Thierry Godard,1967-02-08
6856,Adam Elliot,1972-01-02
6857,Lana Turner,1921-02-08
6858,Roddy McMillan,1923-03-23
6859,Siamak Ansari,1968-08-03
6860,Lee Bergere,1918-04-10
6861,Eugene Strong,1893-08-09
6862,Tommy Hanlon Jr.,1923-08-14
6863,Jay Russell,1960-01-10
6864,Bob Gunton,1945-11-15
6865,Ann Mahoney,1976-04-24
6866,Michael Bacall,1973-04-19
6867,Ilan Mitchell-Smith,1969-06-29
6868,Megumi Matsumoto,1977-02-06
6869,Samuel Joslin,2002-01-18
6870,Dorian Lough,1966-04-27
6871,Fabrizio Bentivoglio,1957-01-04
6872,Brandon Rush,1985-07-07
6873,Rashad Evans,1979-09-25
6874,Sophia Di Martino,1983-11-15
6875,Bianca Collins,1988-08-17
6876,Masayoshi Kikuchi,1975-01-10
6877,Carole Lombard,1908-10-06
6878,Philip Bretherton,1955-05-30
6879,Katrina Begin,1982-08-10
6880,Frank Hurley,1885-10-15
6881,Marian Mitas,1980-09-24
6882,Aneesh Sheth,1982-01-05
6883,Annette Frier,1974-01-22
6884,Aliye Rona,1921-10-14
6885,Kent Taylor,1907-05-11
6886,Erina Mano,1991-04-11
6887,Mary Glynne,1895-01-25
6888,Terry Gross,1951-02-14
6889,Astrid Allwyn,1905-11-27
6890,Chetan Sharma,1966-01-03
6891,Maja Mandzuka,1982-02-27
6892,Buddy Lester,1915-01-16
6893,Kurt Loder,1945-05-05
6894,Spragga Benz,1969-05-30
6895,Kathryn McCormick,1990-07-07
6896,José Luis López Vázquez,1922-03-11
6897,Lucy Gutteridge,1956-11-28
6898,Dimitri Diatchenko,1968-04-11
6899,Victor Adamson,1890-01-04
6900,Vivean Gray,1924-07-20
6901,Denis Podalydès,1963-04-22
6902,Sean Gunn,1974-05-22
6903,Tab Baker,1960-11-15
6904,Jazzmun,1969-02-10
6905,Nicolas Coster,1933-12-03
6906,Carrie Clark Ward,1862-01-09
6907,Elizabeth D'Onofrio,1957-10-23
6908,Kellita Smith,1969-01-15
6909,Billy Hopkins,1959-12-24
6910,Barrie Ingham,1932-02-10
6911,Rags Ragland,1905-08-23
6912,Sahil Shroff,1982-10-17
6913,Juraj Kukura,1947-03-15
6914,Bill McCutcheon,1924-05-23
6915,Erin Bethea,1982-08-12
6916,Marvin Kaye,1938-03-10
6917,Georgina Verbaan,1979-10-09
6918,Zhanna Prokhorenko,1940-05-11
6919,Joanna Pacula,1957-01-02
6920,Sushant Singh,1972-03-09
6921,Maria Britneva,1921-07-02
6922,Joel Brooks,1949-12-17
6923,Robert Dorning,1913-05-13
6924,Aditya Modak,1988-10-28
6925,Shaad Randhawa,1978-11-21
6926,Peter DeLuise,1966-11-06
6927,Natalie Cole,1950-02-06
6928,Gösta Ekman,1939-07-28
6929,Frank Nobilo,1960-05-14
6930,Diane Keaton,1946-01-05
6931,Asaduzzaman Noor,1946-10-31
6932,Steve Hunter,1948-06-14
6933,Reginald Owen,1887-08-05
6934,Céline Bonnier,1965-08-31
6935,Jeremy Sisto,1974-10-06
6936,Manuel Noriega,1934-02-11
6937,Joëlle Bernard,1928-08-14
6938,Walter Hudd,1897-02-20
6939,Renji Ishibashi,1941-08-09
6940,Thea Stabell,1939-07-04
6941,Dominique Farrugia,1962-09-02
6942,Jayne Wisener,1987-05-19
6943,Nabiyah Be,1992-08-15
6944,Bradford Cox,1982-05-15
6945,Sebastian De Souza,1993-04-19
6946,Joseph Belmont,1947-06-01
6947,Rod Brown,1978-09-09
6948,Max Riemelt,1984-01-07
6949,Gérard Blain,1930-10-23
6950,Martha Scott,1912-09-22
6951,Jimmy Lydon,1923-05-30
6952,Philip Schultz,1945-01-06
6953,Park Hae-soo,1981-11-21
6954,Griff Barnett,1884-11-12
6955,Saeed Changizian,1977-12-13
6956,Peter Egan,1946-09-28
6957,Alberto Sordi,1920-06-15
6958,Stina Ekblad,1954-02-26
6959,Maia Reficco,2000-07-14
6960,Julie Anne Haddock,1965-04-03
6961,Liz Fraser,1930-08-14
6962,Fred Draper,1923-09-02
6963,Zoran Radmilovic,1933-05-11
6964,Tushar Pandey,1991-11-22
6965,Yvette Mimieux,1942-01-08
6966,Joan Chandler,1923-08-24
6967,Johannes Silberschneider,1958-12-13
6968,Cheryl Dunye,1966-05-13
6969,Crispin Glover,1964-04-20
6970,Justin Chu Cary,1982-09-19
6971,Allene Roberts,1928-09-01
6972,Sophia Myles,1980-03-18
6973,Sebastian Massa,1975-02-04
6974,Carmen Morales,1939-10-10
6975,Joe Camp,1939-04-20
6976,Charlene Fernetz,1960-03-23
6977,Thelma Hill,1906-12-12
6978,Charles Paton,1874-07-31
6979,Ida Kaminska,1899-09-18
6980,Mohamed Abdel Fatah,1978-02-04
6981,Marcello Mastroianni,1924-09-28
6982,Amira El Sayed,1991-06-03
6983,Shiori Mikami,1989-01-06
6984,Eve Arden,1908-04-30
6985,Friedrich Domin,1902-05-15
6986,Nina Kaczorowski,1975-06-06
6987,Sally Douglas,1941-11-30
6988,Marcelo Alonso,1969-03-19
6989,Felix Herngren,1967-02-04
6990,Ticky Holgado,1944-06-24
6991,Josefin Ljungman,1981-12-26
6992,Gucci Mane,1980-02-12
6993,Jared Sandler,1966-09-09
6994,Kim Feenstra,1985-08-23
6995,Alex Hyde-White,1959-01-30
6996,Tor Isedal,1924-07-20
6997,Les Baxter,1922-03-14
6998,Anne Lindmo,1970-04-03
6999,Shauna Shim,1979-03-28
7000,Richard Berger,1894-08-16
7001,Dominique Labourier,1943-04-29
7002,Lizzo,1988-04-27
7003,Garth Jennings,1972-03-04
7004,Beena Banerjee,1943-02-19
7005,Patrick McKenna,1960-05-08
7006,James Doohan,1920-03-03
7007,Danielle Catanzariti,1992-02-16
7008,Marnette Patterson,1980-04-26
7009,Max Showalter,1917-06-02
7010,Jan Tríska,1936-11-04
7011,Erik Aude,1980-04-05
7012,Vincent Holman,1886-09-22
7013,Richard O'Sullivan,1944-05-07
7014,Diane Franklin,1962-02-11
7015,Giovanni Frezza,1972-09-08
7016,Brody Stevens,1970-05-22
7017,Carl Marotte,1959-02-25
7018,Shingo Yamashiro,1938-11-10
7019,Farah Zeynep Abdullah,1989-08-17
7020,Narendra Jha,1964-01-21
7021,Aaron Benward,1973-09-13
7022,Sean Price Williams,1977-08-01
7023,Wes Williams,1968-03-31
7024,Warren Beatty,1937-03-30
7025,Mike Cerrone,1957-06-09
7026,Alastair Mackenzie,1970-02-08
7027,Ena Gregory,1907-04-18
7028,Camille Guérini,1900-06-29
7029,Gerald Cross,1912-02-20
7030,James Tolkan,1931-06-20
7031,Thomas Gottschalk,1950-05-18
7032,Ferenc Elek,1974-06-03
7033,James Avery,1945-11-27
7034,Edoardo Leo,1972-04-21
7035,Adam Faith,1940-06-23
7036,Ronit Roy,1965-10-11
7037,Monica Scattini,1956-02-01
7038,Toby Turner,1985-03-03
7039,Éva Szabó,1945-10-30
7040,Marc Turtletaub,1946-01-30
7041,Sos Sargsyan,1929-10-24
7042,Daniel Negreanu,1974-07-26
7043,Margaret O'Brien,1937-01-15
7044,Ptolemy Slocum,1975-11-20
7045,Dan Gauthier,1963-12-02
7046,Machiko Kyô,1924-03-25
7047,Gabriela Roel,1959-12-13
7048,Patsy Byrne,1933-07-13
7049,Randy Spears,1961-06-18
7050,Eleanor Summerfield,1921-03-07
7051,Toshiyuki Morikawa,1967-01-26
7052,Joan Jett,1958-09-22
7053,Aleksei Sobolev,1991-09-01
7054,Jackie Sandler,1966-09-09
7055,Taika Waititi,1975-08-16
7056,Jordan Nagai,2000-02-05
7057,Mark Goddard,1936-07-24
7058,Karey Kirkpatrick,1964-12-14
7059,Jeremy Geidt,1930-02-25
7060,Manu Payet,1975-12-22
7061,Joan Sims,1930-05-09
7062,Susan Graham,1960-07-23
7063,Alyy Khan,1968-12-06
7064,Diego Alonso Gómez,1972-03-10
7065,Mario Fabrizi,1924-06-25
7066,Zoran Tadic,1941-09-02
7067,Yui Aragaki,1988-06-11
7068,Akiko Hiramatsu,1967-08-31
7069,Raquel Rojas,1987-05-24
7070,Sam Witwer,1977-10-20
7071,Xoliswa Sithole,1968-12-31
7072,Luba Goy,1945-11-08
7073,Carol White,1943-04-01
7074,Michael Showers,1945-07-14
7075,Garn Stephens,1944-11-07
7076,Anderson .Paak,1986-02-08
7077,Eddie Heywood,1915-12-04
7078,Lar Park-Lincoln,1961-05-12
7079,Judy Bloom,1938-02-12
7080,Sayaji Shinde,1959-01-13
7081,Guillaume Depardieu,1971-04-07
7082,Arnaud Binard,1971-01-18
7083,Johnny Galecki,1975-04-30
7084,Marzuk Russell,1977-08-15
7085,Kitty Swink,1954-10-22
7086,Wieslawa Mazurkiewicz,1926-03-25
7087,Audrey Lamy,1981-01-19
7088,Kay E. Kuter,1925-04-25
7089,Elaine O'Hara,1976-03-17
7090,Elizabeth Omilami,1952-02-18
7091,Corinna Harfouch,1954-10-16
7092,Anna Paquin,1982-07-24
7093,Makenzie Leigh,1990-08-08
7094,Lucien Callamand,1888-04-01
7095,Gillian Chung,1981-01-21
7096,Dreama Walker,1986-06-20
7097,Ricky Nelson,1940-05-08
7098,Stuart Cooper,1942
7099,Ferdy Mayne,1916-03-11
7100,Tobias Zilliacus,1971-09-30
7101,Diane D'Aquila,1952-10-23
7102,Kumail Nanjiani,1978-05-02
7103,Brett Morris,1986-08-23
7104,Stefan Stefanov,1942-10-14
7105,Lindsay Burdge,1984-07-27
7106,Billy Barty,1924-10-25
7107,Donald Moffat,1930-12-26
7108,Michael Shannon,1974-08-07
7109,Erin Brockovich-Ellis,1960-06-22
7110,Barbara Kent,1907-12-16
7111,Tom Stevenson,1951-03-08
7112,Freddy Fender,1937-06-04
7113,Anthony Ingruber,1990-02-05
7114,Aldo Ray,1926-09-25
7115,Isabel Withers,1896-01-20
7116,Valentine Demy,1963-01-24
7117,Neville Jason,1934-05-29
7118,Liza Lapira,1981-12-03
7119,Christian Juttner,1964-05-20
